ANO_REFERENCIA,UF_ESCOLA,MUNICIPIO_ESCOLA,ESFERA_GOVERNO,LOCALIZACAO_ESCOLA,INEP_ESCOLA,NOME_ESCOLA,ALUNADO,TOTAL_RECEBIDO_ADESAO,,,
2016,MA,SAO JOSE DE RIBAMAR,Municipal,Rural,21009252,EM FRUTO DA ALIANCA,120,R$ 34.920,0,,
2016,SC,JOACABA,Municipal,Urbana,42041970,EM FRIDA REGENSBURGER,25,R$ 2.685,0,,
2016,MA,IMPERATRIZ,Municipal,Urbana,21264511,EM FREI TADEU,170,R$ 35.670,0,,
2016,MG,BETIM,Municipal,Urbana,31007773,EM FREI ROGATO,50,R$ 11.790,0,,
2016,MA,ITAIPAVA DO GRAJAU,Municipal,Rural,21118710,EM FREI LEONARDO TROTTA,90,R$ 27.990,0,,
2016,MG,MANTENA,Municipal,Urbana,31044164,EM FREI INOCENCIO DE ENSINO FUNDAMENTAL,150,R$ 31.050,0,,
2016,MS,DOURADOS,Municipal,Urbana,50016300,EM FREI EUCARIO SCHMITT,100,R$ 21.180,0,,
2016,MG,BETIM,Municipal,Urbana,31280046,EM FREI EDGARD GROOT,50,R$ 11.790,0,,
2016,MG,NOVA SERRANA,Municipal,Urbana,31310921,EM FREI AMBROSIO,125,R$ 28.275,0,,
2016,MG,UBERABA,Municipal,Rural,31165701,EM FREDERICO PEIRO,20,R$ 6.780,0,,
2016,MS,DOURADOS,Municipal,Urbana,50016148,EM FRANKLIN LUIZ AZAMBUJA,100,R$ 21.180,0,,
2016,RN,RIACHUELO,Municipal,Rural,24048011,EM FRANCISQUINHO CAETANO,130,R$ 41.550,0,,
2016,MA,PINDARE-MIRIM,Municipal,Rural,21198630,EM FRANCISCO VIRGINIO,194,R$ 59.070,0,,
2016,RN,IPANGUACU,Municipal,Rural,24010669,EM FRANCISCO TARGINO NOBRE,125,R$ 34.665,0,,
2016,MG,AGUANIL,Municipal,Rural,31202142,EM FRANCISCO SOUZA ROSA,79,R$ 24.225,0,,
2016,RN,IPANGUACU,Municipal,Rural,24010723,EM FRANCISCO SOARES DA COSTA,233,R$ 69.735,0,,
2016,MG,CONTAGEM,Municipal,Urbana,31307891,EM FRANCISCO SALES DA SILVA DINIZ,150,R$ 31.050,0,,
2016,MA,SAO JOAO DOS PATOS,Municipal,Urbana,21172943,EM FRANCISCO SA SOBRINHO,150,R$ 31.050,0,,
2016,MG,JANAUBA,Municipal,Rural,31088200,EM FRANCISCO SA,81,R$ 16.713,0,,
2016,MG,PORTEIRINHA,Municipal,Rural,31090921,EM FRANCISCO SA,34,R$ 13.470,0,,
2016,RJ,CAMPOS DOS GOYTACAZES,Municipal,Rural,33010757,EM FRANCISCO RIBEIRO SIQUEIRA,100,R$ 24.075,0,,
2016,MG,DONA EUSEBIA,Municipal,Urbana,31182621,EM FRANCISCO RIBEIRO DOS SANTOS,20,R$ 4.620,0,,
2016,RN,SAO RAFAEL,Municipal,Urbana,24012017,EM FRANCISCO PINHEIRO DA SILVA,141,R$ 30.915,0,,
2016,MG,GRAO MOGOL,Municipal,Rural,31087335,EM FRANCISCO PEREIRA NASCIMENTO,30,R$ 10.530,0,,
2016,MG,PORTEIRINHA,Municipal,Rural,31239861,EM FRANCISCO PEREIRA DE BRITO,57,R$ 17.415,0,,
2016,MG,GUARANI,Municipal,Urbana,31181048,EM FRANCISCO PEIXOTO,50,R$ 11.790,0,,
2016,MA,SAO JOAO DOS PATOS,Municipal,Urbana,21172935,EM FRANCISCO MENDES VIEIRA,240,R$ 47.760,0,,
2016,MS,DOURADOS,Municipal,Rural,50016130,EM FRANCISCO MEIRELES,160,R$ 48.480,0,,
2016,MS,COSTA RICA,Municipal,Urbana,50010727,EM FRANCISCO MARTINS CARRIJO,155,R$ 33.045,0,,
2016,MG,TUPACIGUARA,Municipal,Urbana,31167142,EM FRANCISCO LOURENCO BORGES,100,R$ 21.180,0,,
2016,RN,MACAIBA,Municipal,Urbana,24053210,EM FRANCISCO GENIVAL DA SILVA,150,R$ 31.050,0,,
2016,RN,IPANGUACU,Municipal,Rural,24010715,EM FRANCISCO FLORENCIO LOPES,130,R$ 41.550,0,,
2016,MG,BURITIS,Municipal,Rural,31110418,EM FRANCISCO FERNANDES PITANGUI,72,R$ 24.120,0,,
2016,RJ,CAMPOS DOS GOYTACAZES,Municipal,Urbana,33009260,EM FRANCISCO FARIA BARBOSA,220,R$ 27.036,0,,
2016,RN,MACAIBA,Municipal,Urbana,24053708,EM FRANCISCO FALCAO FREIRE,100,R$ 21.180,0,,
2016,RN,NISIA FLORESTA,Municipal,Rural,24053945,EM FRANCISCO DOMINGOS DE SOUZA,60,R$ 17.460,0,,
2016,MG,RAPOSOS,Municipal,Urbana,31226483,EM FRANCISCO DIOGO FELIX,57,R$ 11.895,0,,
2016,RN,CARAUBAS,Municipal,Rural,24063223,EM FRANCISCO DE SOUZA JUNIOR,60,R$ 17.460,0,,
2016,RN,ALTO DO RODRIGUES,Municipal,Urbana,24074160,EM FRANCISCO DE OLIVEIRA MELO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,130,R$ 28.350,0,,
2016,RJ,CAMPOS DOS GOYTACAZES,Municipal,Urbana,33009252,EM FRANCISCO DE ASSIS,180,R$ 21.492,0,,
2016,MG,SAO SEBASTIAO DO PARAISO,Municipal,Urbana,31138037,EM FRANCISCO DANIEL,50,R$ 4.090,0,,
2016,RN,AREIA BRANCA,Municipal,Rural,24000337,EM FRANCISCO DA BORJA,100,R$ 31.020,0,,
2016,MA,BALSAS,Municipal,Urbana,21181012,EM FRANCISCO COELHO DOS SANTOS,60,R$ 11.940,0,,
2016,MG,DIOGO DE VASCONCELOS,Municipal,Urbana,31270661,EM FRANCISCO CLAUDINO DE OLIVEIRA,163,R$ 28.410,0,,
2016,MA,SANTA RITA,Municipal,Rural,21027846,EM FRANCISCO CARVALHO DIAS,51,R$ 10.455,0,,
2016,MG,CONSELHEIRO PENA,Municipal,Urbana,31042218,EM FRANCISCO CANDIDO E SILVA,32,R$ 2.720,0,,
2016,MG,RIBEIRAO DAS NEVES,Municipal,Urbana,31307173,EM FRANCISCO CANDIDO DA SILVA,180,R$ 28.230,0,,
2016,MG,MONTE CARMELO,Municipal,Urbana,31201910,EM FRANCISCO CAMPOS,30,R$ 1.626,0,,
2016,MG,BOCAIUVA,Municipal,Rural,31079375,EM FRANCISCO ALVES CARNEIRO,40,R$ 13.560,0,,
2016,MG,ANDRADAS,Municipal,Rural,31123790,EM FRANCISCA VILELA PECANHA,45,R$ 17.235,0,,
2016,RN,PORTO DO MANGUE,Municipal,Urbana,24063401,EM FRANCISCA SERAFIM DE SOUZA,200,R$ 40.440,0,,
2016,RN,NISIA FLORESTA,Municipal,Rural,24067032,EM FRANCISCA PEREIRA DA SILVA,100,R$ 31.020,0,,
2016,MG,SETE LAGOAS,Municipal,Rural,31145220,EM FRANCISCA FERREIRA DE AVELAR,100,R$ 31.020,0,,
2016,MA,JOSELANDIA,Municipal,Urbana,21274223,EM FRANCISCA BENEVIDES DE QUEIROZ,50,R$ 4.090,0,,
2016,MG,CONGONHAS,Municipal,Urbana,31244261,EM FORTUNATA DE FREITAS JUNQUEIRA,40,R$ 9.240,0,,
2016,MG,SAO JOSE DO JACURI,Municipal,Rural,31045373,EM FONSECA,20,R$ 6.780,0,,
2016,MG,ANDRADAS,Municipal,Urbana,31312851,EM FLORIZA MANIASSI TREVISAN,62,R$ 16.290,0,,
2016,MG,NOVA LIMA,Municipal,Urbana,31012785,EM FLORIE WANDERLEY DIAS,115,R$ 23.805,0,,
2016,MA,JOSELANDIA,Municipal,Rural,21122539,EM FLORIANO PEIXOTO,60,R$ 6.060,0,,
2016,MG,MONTE SANTO DE MINAS,Municipal,Urbana,31244872,EM FLORIANITA DE PAIVA GOMES,100,R$ 16.515,0,,
2016,MG,BETIM,Municipal,Urbana,31281069,EM FLORESTAN FERNANDES,60,R$ 11.940,0,,
2016,MA,TURILANDIA,Municipal,Rural,21070237,EM FLORENCIO SOARES,64,R$ 14.400,0,,
2016,MA,GOVERNADOR NEWTON BELLO,Municipal,Rural,21219168,EM FLORENCIO RODRIGUES REIS,35,R$ 4.015,0,,
2016,MS,AMAMBAI,Municipal,Urbana,50028430,EM FLAVIO AUGUSTO COELHO DERZI,100,R$ 12.708,0,,
2016,MA,CANTANHEDE,Municipal,Rural,21275750,EM FIRMINA DOS SANTOS BARROS,141,R$ 16.065,0,,
2016,MG,PORTEIRINHA,Municipal,Rural,31091316,EM FILOGONIO TELES,36,R$ 13.500,0,,
2016,MG,SAO JOSE DA LAPA,Municipal,Urbana,31011100,EM FILHINHA GAMA,120,R$ 23.880,0,,
2016,MA,PINHEIRO,Municipal,Urbana,21045593,EM FILADELFO MENDES FILHO,237,R$ 35.640,0,,
2016,RJ,CAMPOS DOS GOYTACAZES,Municipal,Urbana,33009244,EM FERROVIARIO JACY DA SILVA BARBETO,130,R$ 28.350,0,,
2016,MG,GUARARA,Municipal,Urbana,31068314,EM FERREIRA MARQUES,364,R$ 45.612,0,,
2016,MG,CORACAO DE JESUS,Municipal,Rural,31085618,EM FERREIRA LEAL,34,R$ 13.470,0,,
2016,MG,JUIZ DE FORA,Municipal,Urbana,31071498,EM FERNAO DIAS PAES,45,R$ 11.715,0,,
2016,MA,FORTALEZA DOS NOGUEIRAS,Municipal,Rural,21185743,EM FERNAO DIAS,25,R$ 10.455,0,,
2016,MA,ACAILANDIA,Municipal,Urbana,21225990,EM FERNANDO RODRIGUES DE SOUSA,100,R$ 21.180,0,,
2016,MG,OURO BRANCO,Municipal,Urbana,31235822,EM FERNANDO FELIX DE SOUZA,187,R$ 24.147,0,,
2016,MS,CORONEL SAPUCAIA,Municipal,Urbana,50019589,EM FERNANDO DE SOUZA ROMANINI,180,R$ 35.820,0,,
2016,MA,SAO BERNARDO,Municipal,Rural,21135703,EM FERNANDO COELHO,46,R$ 17.250,0,,
2016,MA,SANTA RITA,Municipal,Rural,21027510,EM FERNANDO CARDOSO,40,R$ 13.560,0,,
2016,MA,SANTA INES,Municipal,Urbana,21078009,EM FERDNAN GUTMAN,208,R$ 42.960,0,,
2016,RN,CEARA-MIRIM,Municipal,Rural,24071668,EM FERDINANDO PEREIRA DO COUTO,100,R$ 31.020,0,,
2016,RN,SAO JOSE DE MIPIBU,Municipal,Rural,24055468,EM FELIPE TAVARES DE PAIVA,150,R$ 27.270,0,,
2016,MA,SAO JOAO DOS PATOS,Municipal,Rural,21172927,EM FELINTO LIMA,26,R$ 10.470,0,,
2016,MG,FERROS,Municipal,Rural,31102954,EM FELICISSIMO MARTINS QUINTAO,65,R$ 24.015,0,,
2016,MA,SANTA RITA,Municipal,Rural,21027501,EM FELICIDADE ROSA MIRANDA,22,R$ 3.950,0,,
2016,MG,ESMERALDAS,Municipal,Urbana,31222844,EM FELICIANO ALVES DINIZ,120,R$ 14.328,0,,
2016,MA,BACURITUBA,Municipal,Rural,21003998,EM FE EM DEUS,47,R$ 10.359,0,,
2016,MS,DOURADOS,Municipal,Rural,50025490,EM FAZENDA MIYA - POLO,60,R$ 17.460,0,,
2016,MG,BOA ESPERANCA,Municipal,Rural,31171166,EM FAZENDA AGUAS VERDES,50,R$ 17.310,0,,
2016,MG,BETIM,Municipal,Urbana,31240711,EM FAUSTO FIGUEIREDO DE OLIVEIRA,100,R$ 16.365,0,,
2016,MG,SAO JOAO DA PONTE,Municipal,Rural,31093874,EM FAUSTO FERREIRA,80,R$ 24.240,0,,
2016,MS,LADARIO,Municipal,Urbana,50000691,EM FAROL DO NORTE,120,R$ 23.880,0,,
2016,RJ,CAMPOS DOS GOYTACAZES,Municipal,Rural,33010749,EM FAROL DE SAO TOME,200,R$ 35.496,0,,
2016,MA,GOVERNADOR NEWTON BELLO,Municipal,Rural,21086699,EM EZEQUIEL OLIVEIRA DUTRA,20,R$ 2.020,0,,
2016,RN,ALTO DO RODRIGUES,Municipal,Rural,24010197,EM EXPEDICIONARIO ARLINDO MARTINS,186,R$ 58.950,0,,
2016,MG,IPATINGA,Municipal,Urbana,31231355,EM EVERSON MAGALHAES LAGE,168,R$ 35.640,0,,
2016,MA,IMPERATRIZ,Municipal,Urbana,21233594,EM EVANGELICA BOM PASTOR,60,R$ 4.140,0,,
2016,MA,MATOES,Municipal,Rural,21160430,EM EVANDRO SARNEY,98,R$ 30.990,0,,
2016,MA,ANAJATUBA,Municipal,Rural,21036209,EM EUZA CORREA DOS SANTOS,130,R$ 34.710,0,,
2016,RN,SAO JOSE DE MIPIBU,Municipal,Urbana,24055450,EM EUSA DE MELO PALHANO,80,R$ 9.936,0,,
2016,MA,SAO JOAO DOS PATOS,Municipal,Urbana,21172900,EM EURICO SANTOS,300,R$ 59.700,0,,
2016,MA,BALSAS,Municipal,Urbana,21180989,EM EURICO BOGEA,60,R$ 11.940,0,,
2016,MG,ESMERALDAS,Municipal,Rural,31325431,EM EURICA ALVES MOREIRA,100,R$ 31.020,0,,
2016,MA,PERITORO,Municipal,Urbana,21246203,EM EURENICE MACHADO DOS SANTOS,422,R$ 52.758,0,,
2016,MG,SERRA DOS AIMORES,Municipal,Rural,31156680,EM EUGENIA VIANA RODRIGUES,76,R$ 6.010,0,,
2016,MA,URBANO SANTOS,Municipal,Rural,21144249,EM EUDES ARAUJO,40,R$ 13.560,0,,
2016,MA,ANAJATUBA,Municipal,Rural,21035539,EM EUDAMIDAS PINHEIRO LOPES,140,R$ 41.700,0,,
2016,MG,MIRADOURO,Municipal,Rural,31098418,EM EUCLIDES DA CUNHA,48,R$ 17.280,0,,
2016,MS,RIO BRILHANTE,Municipal,Urbana,50019376,EM EUCLIDES DA CUNHA,40,R$ 9.240,0,,
2016,RJ,CAMPOS DOS GOYTACAZES,Municipal,Rural,33012016,EM ETELVIRA MARTINS MEDEIROS,100,R$ 31.020,0,,
2016,MG,NOVA PORTEIRINHA,Municipal,Urbana,31091235,EM ETELVINA ANTUNES,50,R$ 11.790,0,,
2016,MS,DOURADOS,Municipal,Urbana,50016598,EM ETALIVIO PENZO,200,R$ 40.440,0,,
2016,MG,IPATINGA,Municipal,Urbana,31192422,EM ESTRELINHA AZUL,71,R$ 9.855,0,,
2016,MG,PONTO DOS VOLANTES,Municipal,Rural,31153494,EM ESPERANCA DA SILVA FRANCA,72,R$ 14.472,0,,
2016,MT,NOVA BANDEIRANTES,Municipal,Urbana,51057646,EM ERNESTO NEIVERTH,180,R$ 21.492,0,,
2016,SC,CAPINZAL,Municipal,Rural,42043050,EM ERNESTO HACHMANN,87,R$ 16.767,0,,
2016,RJ,MESQUITA,Municipal,Urbana,33519269,EM ERNESTO CHE GUEVARA,40,R$ 9.240,0,,
2016,MG,ABRE CAMPO,Municipal,Rural,31130125,EM ERNESTO ALVES DE MIRANDA,44,R$ 17.220,0,,
2016,MG,MURIAE,Municipal,Urbana,31292851,EM ERMYRO TEIXEIRA DE SIQUEIRA,60,R$ 11.940,0,,
2016,MG,ITUTINGA,Municipal,Urbana,31331520,EM ERINEA MARIA INACIA DE CARVALHO SILVA,100,R$ 21.180,0,,
2016,MG,CANDEIAS,Municipal,Urbana,31250074,EM ERASTO DE BARROS,70,R$ 16.410,0,,
2016,ES,BARRA DE SAO FRANCISCO,Municipal,Urbana,32000731,EM ERASMO BRAGA,100,R$ 12.708,0,,
2016,MG,JANAUBA,Municipal,Urbana,31227587,EM ENSINO ESPECIAL PROFESSORA MARINA CORDEIRO,60,R$ 7.164,0,,
2016,MG,ITAU DE MINAS,Municipal,Urbana,31137782,EM ENG JORGE OLIVA,100,R$ 21.180,0,,
2016,MG,JUIZ DE FORA,Municipal,Urbana,31217981,EM ENG ANDRE REBOUCAS,30,R$ 7.170,0,,
2016,RJ,ITABORAI,Municipal,Urbana,33159050,EM ENERITO COSTA,120,R$ 23.880,0,,
2016,MG,CATAGUASES,Municipal,Urbana,31100064,EM ENEDINA PRATA,104,R$ 23.640,0,,
2016,MG,VARGINHA,Municipal,Rural,31174971,EM EMILIO JUSTINIANO DE RESENDE SILVA,42,R$ 17.190,0,,
2016,RN,JAPI,Municipal,Rural,24040584,EM EMILIO GARRASTAZU MEDICI,38,R$ 13.530,0,,
2016,RN,CEARA-MIRIM,Municipal,Rural,24071188,EM EMILIA PETRONILA DA ROCHA,89,R$ 27.975,0,,
2016,MG,NOVA LIMA,Municipal,Urbana,31009580,EM EMILIA DE LIMA,110,R$ 23.730,0,,
2016,MA,MATINHA,Municipal,Rural,21039330,EM EMIDIO MORAIS,88,R$ 16.776,0,,
2016,RN,CEARA-MIRIM,Municipal,Rural,24052469,EM EMIDIO FERREIRA DA SILVA,70,R$ 24.090,0,,
2016,MA,TURIACU,Municipal,Rural,21215626,EM EMIDIA MARQUES ROXO,116,R$ 34.860,0,,
2016,RN,PARNAMIRIM,Municipal,Urbana,24098205,EM EMERITO NESTOR LIMA,125,R$ 21.060,0,,
2016,MG,BARBACENA,Municipal,Urbana,31015181,EM EMB MARTIM FRANCISCO,60,R$ 11.940,0,,
2016,RN,MACAIBA,Municipal,Rural,24053163,EM ELVIRO XAVIER DE SOUZA,90,R$ 27.990,0,,
2016,MG,MAR DE ESPANHA,Municipal,Urbana,31272833,EM ELVIRA MAGDALENA MANNARINO,249,R$ 52.215,0,,
2016,MG,JUIZ DE FORA,Municipal,Urbana,31071625,EM ELPIDIO CORREA FARIAS,46,R$ 11.730,0,,
2016,MG,URUCUIA,Municipal,Rural,31351156,EM ELOI FERREIRA DA SILVA,179,R$ 52.365,0,,
2016,MS,CAMPO GRANDE,Municipal,Urbana,50028332,EM ELIZIO RAMIREZ VIEIRA,100,R$ 16.560,0,,
2016,MA,PINHEIRO,Municipal,Rural,21045577,EM ELIZABETO CARVALHO,162,R$ 52.110,0,,
2016,ES,BARRA DE SAO FRANCISCO,Municipal,Urbana,32074107,EM ELIZABETH TRZOSEKI DA SILVA,100,R$ 21.180,0,,
2016,MG,CAMPO BELO,Municipal,Urbana,31203751,EM ELIZA ALVARENGA CASARINO,200,R$ 13.800,0,,
2016,MG,CAMPO DO MEIO,Municipal,Urbana,31171565,EM ELISA RABELO DE MESQUITA,299,R$ 19.310,0,,
2016,MG,RIBEIRAO DAS NEVES,Municipal,Urbana,31315826,EM ELISA DA SILVA SANTOS,100,R$ 21.180,0,,
2016,MA,CANTANHEDE,Municipal,Urbana,21056307,EM ELIEZER DE SOUSA CALDAS,44,R$ 4.060,0,,
2016,MG,GUAXUPE,Municipal,Urbana,31357146,EM ELIAS JOSE,224,R$ 47.520,0,,
2016,MA,CANTANHEDE,Municipal,Rural,21057079,EM ELIAS CARVALHO,66,R$ 8.010,0,,
2016,MA,FORTALEZA DOS NOGUEIRAS,Municipal,Urbana,21275599,EM ELIANA NOGUEIRA DA SILVA,60,R$ 11.940,0,,
2016,RN,JOAO CAMARA,Municipal,Rural,24038733,EM ELIALDA SABINO,29,R$ 10.515,0,,
2016,MG,CONTAGEM,Municipal,Urbana,31350117,EM ELI HORTA COSTA,100,R$ 21.180,0,,
2016,MG,ITABIRA,Municipal,Urbana,31232319,EM EFIGENIA ALVES PEREIRA,120,R$ 23.880,0,,
2016,PB,DONA INES,Municipal,Rural,25113950,EM EDUCADOR PAULO FREIRE,27,R$ 10.485,0,,
2016,PB,BARRA DE SAO MIGUEL,Municipal,Urbana,25051261,EM EDUCACAO BASICA JOAO PINTO DA SILVA,200,R$ 40.440,0,,
2016,MG,VESPASIANO,Municipal,Urbana,31267783,EM EDUC ESP VOVO MARIQUITA,100,R$ 12.708,0,,
2016,MA,IMPERATRIZ,Municipal,Urbana,21274762,EM EDUC BILINGUE PARA SURDOS PROF TELASCO PEREIRA FILHO,29,R$ 7.155,0,,
2016,MA,BACURITUBA,Municipal,Rural,21003394,EM EDUARDO SERRA,31,R$ 8.055,0,,
2016,MA,ACAILANDIA,Municipal,Urbana,21088896,EM EDUARDO PEREIRA DUARTE,100,R$ 21.180,0,,
2016,MS,LADARIO,Municipal,Urbana,50033409,EM EDUARDO MALHADO,60,R$ 11.940,0,,
2016,MG,CONTAGEM,Municipal,Urbana,31298671,EM EDUARDA PEREIRA DE OLIVEIRA,125,R$ 28.275,0,,
2016,MA,GOVERNADOR NEWTON BELLO,Municipal,Rural,21085889,EM EDSON LOBAO,21,R$ 3.945,0,,
2016,MG,BETIM,Municipal,Urbana,31260045,EM EDMEIA DUARTE DE OLIVEIRA BRAGA,100,R$ 21.180,0,,
2016,MG,BETIM,Municipal,Urbana,31260991,EM EDIR TEREZINHA A FAGUNDES,100,R$ 21.180,0,,
2016,MA,PINDARE-MIRIM,Municipal,Rural,21077096,EM EDIANE SILVA,109,R$ 34.755,0,,
2016,MA,GOVERNADOR ARCHER,Municipal,Rural,21128936,EM DUQUE DE CAXIAS,97,R$ 24.120,0,,
2016,MG,GOVERNADOR VALADARES,Municipal,Urbana,31048437,EM DUQUE DE CAXIAS,660,R$ 126.555,0,,
2016,MT,CACERES,Municipal,Urbana,51062739,EM DUQUE DE CAXIAS,160,R$ 33.120,0,,
2016,PE,CARUARU,Municipal,Urbana,26055147,EM DUQUE DE CAXIAS,300,R$ 59.700,0,,
2016,MG,NOVA LIMA,Municipal,Urbana,31012777,EM DULCE SANTOS JONES,120,R$ 14.328,0,,
2016,MA,RIACHAO,Municipal,Rural,21182825,EM DUARTE DA COSTA,50,R$ 17.310,0,,
2016,MA,ANAJATUBA,Municipal,Rural,21035687,EM DRA MARIA JOSE ARAGAO,30,R$ 10.530,0,,
2016,MA,CEDRAL,Municipal,Urbana,21255970,EM DRA GRACA GONCALVES,437,R$ 83.475,0,,
2016,MG,NAZARENO,Municipal,Urbana,31272736,EM DR WALFRIDO SILVINO DOS MARES GUIA,534,R$ 107.370,0,,
2016,MG,CONGONHAS,Municipal,Urbana,31194662,EM DR VICTORINO RIBEIRO,22,R$ 7.050,0,,
2016,MS,CAMPO GRANDE,Municipal,Urbana,50006550,EM DR TERTULIANO MEIRELLES,20,R$ 4.620,0,,
2016,MG,UBA,Municipal,Urbana,31293041,EM DR TANUS FERES DE ANDRADE,506,R$ 102.630,0,,
2016,MG,ABRE CAMPO,Municipal,Rural,31130095,EM DR SERTORIO DE AMORIM E SILVA,80,R$ 24.240,0,,
2016,MG,DIVINOPOLIS,Municipal,Urbana,31220060,EM DR SEBASTIAO GOMES GUIMARAES,60,R$ 11.940,0,,
2016,RN,PARNAMIRIM,Municipal,Urbana,24055930,EM DR SADI MENDES SOBREIRA,100,R$ 21.180,0,,
2016,MS,CAMPO GRANDE,Municipal,Urbana,50027409,EM DR PLINIO BARBOSA MARTINS,100,R$ 12.708,0,,
2016,MG,SAO JOAO NEPOMUCENO,Municipal,Urbana,31070114,EM DR PERICLES VIEIRA DE MENDONCA,80,R$ 16.560,0,,
2016,MG,JUIZ DE FORA,Municipal,Rural,31071871,EM DR PEDRO MARQUES,20,R$ 6.780,0,,
2016,MG,JUIZ DE FORA,Municipal,Urbana,31071561,EM DR PAULO JAPYASSU,21,R$ 7.035,0,,
2016,MG,CALDAS,Municipal,Urbana,31124168,EM DR PAIVA DE OLIVEIRA,46,R$ 2.442,0,,
2016,MG,PIRAPORA,Municipal,Urbana,31090808,EM DR OTAVIO VIEIRA MACHADO,390,R$ 78.810,0,,
2016,MG,MIRADOURO,Municipal,Urbana,31098400,EM DR OLAVO TOSTES,96,R$ 21.120,0,,
2016,MG,BICAS,Municipal,Urbana,31067971,EM DR MATHEUS MONTEIRO DA SILVA,100,R$ 21.180,0,,
2016,MG,BARBACENA,Municipal,Urbana,31339598,EM DR MARTIM PAULUCCI,20,R$ 1.380,0,,
2016,MG,SETE LAGOAS,Municipal,Urbana,31141712,EM DR MARCIO PAULINO,200,R$ 40.440,0,,
2016,MG,PASSOS,Municipal,Rural,31117498,EM DR MANOEL PATTI,70,R$ 24.090,0,,
2016,MG,CARATINGA,Municipal,Urbana,31019160,EM DR MANINHO UNID I,108,R$ 23.700,0,,
2016,MG,PONTE NOVA,Municipal,Urbana,31131865,EM DR LUIZ AUGUSTO,60,R$ 7.164,0,,
2016,MA,TURIACU,Municipal,Urbana,21069573,EM DR LUIS DOMINGUES,163,R$ 35.565,0,,
2016,MG,SAO JOAO DEL REI,Municipal,Urbana,31136808,EM DR KLEBER VASQUES FILGUEIRAS,100,R$ 16.455,0,,
2016,MG,VICOSA,Municipal,Urbana,31133418,EM DR JUSCELINO KUBITSCHEK,60,R$ 11.940,0,,
2016,MA,SAO JOSE DE RIBAMAR,Municipal,Rural,21009210,EM DR JULIO MATOS II,179,R$ 52.365,0,,
2016,MG,CARMO DO PARANAIBA,Municipal,Urbana,31340251,EM DR JULIO DO COUTO GONTIJO,40,R$ 9.240,0,,
2016,MA,SAO JOSE DE RIBAMAR,Municipal,Urbana,21009600,EM DR JOSE SILVA,200,R$ 40.440,0,,
2016,MG,ANDRADAS,Municipal,Urbana,31257079,EM DR JOSE LUIZ SASSERON,21,R$ 7.035,0,,
2016,MS,NIOAQUE,Municipal,Rural,50014927,EM DR JOSE GARCIA NETTO - POLO,80,R$ 24.240,0,,
2016,MG,AREADO,Municipal,Urbana,31351636,EM DR JOSE CUSTODIO DE OLIVEIRA,90,R$ 19.110,0,,
2016,MG,DIVINESIA,Municipal,Urbana,31312908,EM DR JOSE CAMPOMIZZI FILHO,235,R$ 47.685,0,,
2016,MG,UBA,Municipal,Urbana,31261688,EM DR JOSE CAMPOMIZZI FILHO,624,R$ 112.080,0,,
2016,MA,BALSAS,Municipal,Urbana,21180938,EM DR JOSE BERNADINO PEREIRA DA SILVA,60,R$ 11.940,0,,
2016,RN,SAO TOME,Municipal,Urbana,24043222,EM DR JOSE ARIBALDO DE CARVALHO,150,R$ 31.050,0,,
2016,MG,AREADO,Municipal,Urbana,31123889,EM DR JOAQUIM RIBEIRO PEREIRA,120,R$ 23.880,0,,
2016,MG,CAETE,Municipal,Urbana,31008273,EM DR JOAO PINHEIRO,108,R$ 16.515,0,,
2016,MA,JOSELANDIA,Municipal,Rural,21122512,EM DR JOAO MARANHAO,100,R$ 31.020,0,,
2016,MG,SAO JOAO NEPOMUCENO,Municipal,Urbana,31070220,EM DR JOAO CAVALHEIRO,30,R$ 2.710,0,,
2016,MG,SANTANA DE CATAGUASES,Municipal,Urbana,31262978,EM DR JOAO BATISTA DE RESENDE,40,R$ 9.240,0,,
2016,RN,GOIANINHA,Municipal,Urbana,24061999,EM DR JOAO B GADELHA DO E SANTO,100,R$ 21.180,0,,
2016,RN,GOIANINHA,Municipal,Urbana,24061980,EM DR HELIO M F GALVAO ENS 1 GRAU,100,R$ 21.180,0,,
2016,RN,TIBAU DO SUL,Municipal,Urbana,24062880,EM DR HELIO GALVAO ENS MEDIO E FUNDAMENTAL,200,R$ 40.440,0,,
2016,MG,UBA,Municipal,Rural,31271951,EM DR HEITOR PEIXOTO TOLEDO,146,R$ 34.785,0,,
2016,MG,POCOS DE CALDAS,Municipal,Urbana,31124702,EM DR HAROLDO AFFONSO JUNQUEIRA,662,R$ 81.414,0,,
2016,MG,RAPOSOS,Municipal,Urbana,31013048,EM DR FRANCISCO DOS SANTOS CABRAL,200,R$ 40.440,0,,
2016,MG,ASTOLFO DUTRA,Municipal,Urbana,31180726,EM DR FRANCISCO DE BARROS,351,R$ 42.903,0,,
2016,MG,JOSE GONCALVES DE MINAS,Municipal,Rural,31025160,EM DR FRANCISCO BADARO JUNIOR,25,R$ 10.455,0,,
2016,PB,DONA INES,Municipal,Rural,25060244,EM DR FLAVIO RIBEIRO,26,R$ 10.470,0,,
2016,MA,SAO JOSE DE RIBAMAR,Municipal,Rural,21009201,EM DR FIQUENE,70,R$ 24.090,0,,
2016,MG,ALFENAS,Municipal,Rural,31170801,EM DR FAUSTO MONTEIRO,115,R$ 24.165,0,,
